t_ms,peak_value,baseline,height,width_ms,rise_slope,fall_slope,is_lens_like
6031.0,5.0,2.0,3.0,579.0,0.022900763358778626,-0.006696428571428571,False
6051.0,5.0,2.0,3.0,579.0,0.019867549668874173,-0.007009345794392523,False
6077.0,5.0,2.0,3.0,579.0,0.01694915254237288,-0.007462686567164179,False
6124.0,6.0,3.0,3.0,337.0,0.017241379310344827,-0.018404907975460124,False
6144.0,6.0,3.0,3.0,337.0,0.015463917525773196,-0.02097902097902098,False
6147.0,6.0,3.0,3.0,337.0,0.015228426395939087,-0.02142857142857143,False
6148.0,6.0,3.0,3.0,337.0,0.015151515151515152,-0.02158273381294964,False
6156.0,6.0,3.0,3.0,337.0,0.014563106796116505,-0.022900763358778626,False
6159.0,6.0,3.0,3.0,337.0,0.014354066985645933,-0.0234375,False
6163.0,6.0,3.0,3.0,337.0,0.014084507042253521,-0.024193548387096774,False
6167.0,6.0,3.0,3.0,337.0,0.013824884792626729,-0.025,False
6170.0,6.0,3.0,3.0,337.0,0.013636363636363636,-0.02564102564102564,False
6173.0,6.0,3.0,3.0,337.0,0.013452914798206279,-0.02631578947368421,False
6177.0,6.0,3.0,3.0,337.0,0.013215859030837005,-0.02727272727272727,False
6182.0,6.0,3.0,3.0,337.0,0.01293103448275862,-0.02857142857142857,False
6187.0,6.0,3.0,3.0,337.0,0.012658227848101266,-0.03,False
6192.0,6.0,3.0,3.0,337.0,0.012396694214876033,-0.031578947368421054,False
6194.0,6.0,3.0,3.0,337.0,0.012295081967213115,-0.03225806451612903,False
6213.0,6.0,3.0,3.0,337.0,0.011406844106463879,-0.04054054054054054,False
6217.0,6.0,3.0,3.0,337.0,0.011235955056179775,-0.04285714285714286,False
6243.0,5.0,2.0,3.0,579.0,0.008746355685131196,-0.012711864406779662,False
6250.0,5.0,2.0,3.0,579.0,0.008571428571428572,-0.013100436681222707,False
6253.0,5.0,2.0,3.0,579.0,0.0084985835694051,-0.01327433628318584,False
6257.0,5.0,2.0,3.0,579.0,0.008403361344537815,-0.013513513513513514,False
6261.0,5.0,2.0,3.0,579.0,0.008310249307479225,-0.013761467889908258,False
6266.0,5.0,2.0,3.0,579.0,0.00819672131147541,-0.014084507042253521,False
6510.0,5.0,2.0,3.0,179.0,0.0967741935483871,-0.02027027027027027,False
6516.0,5.0,2.0,3.0,179.0,0.08108108108108109,-0.02112676056338028,False
6520.0,5.0,2.0,3.0,179.0,0.07317073170731707,-0.021739130434782608,False
6523.0,5.0,2.0,3.0,179.0,0.06818181818181818,-0.022222222222222223,False
6530.0,5.0,2.0,3.0,179.0,0.058823529411764705,-0.0234375,False
6532.0,5.0,2.0,3.0,179.0,0.05660377358490566,-0.023809523809523808,False
6540.0,5.0,2.0,3.0,179.0,0.04918032786885246,-0.025423728813559324,False
6546.0,5.0,2.0,3.0,179.0,0.04477611940298507,-0.026785714285714284,False
6552.0,5.0,2.0,3.0,179.0,0.0410958904109589,-0.02830188679245283,False
6555.0,5.0,2.0,3.0,179.0,0.039473684210526314,-0.02912621359223301,False
6560.0,5.0,2.0,3.0,179.0,0.037037037037037035,-0.030612244897959183,False
6564.0,5.0,2.0,3.0,179.0,0.03529411764705882,-0.031914893617021274,False
6575.0,5.0,2.0,3.0,179.0,0.03125,-0.03614457831325301,False
6580.0,5.0,2.0,3.0,179.0,0.0297029702970297,-0.038461538461538464,False
25217.0,5.0,2.0,3.0,941.0,0.04838709677419355,-0.0034129692832764505,False
25233.0,5.0,2.0,3.0,941.0,0.038461538461538464,-0.0034762456546929316,False
25239.0,5.0,2.0,3.0,941.0,0.03571428571428571,-0.003500583430571762,False
25244.0,5.0,2.0,3.0,941.0,0.033707865168539325,-0.0035211267605633804,False
25248.0,5.0,2.0,3.0,941.0,0.03225806451612903,-0.003537735849056604,False
25254.0,5.0,2.0,3.0,941.0,0.030303030303030304,-0.0035629453681710215,False
25257.0,5.0,2.0,3.0,941.0,0.029411764705882353,-0.003575685339690107,False
25261.0,5.0,2.0,3.0,941.0,0.02830188679245283,-0.003592814371257485,False
25265.0,5.0,2.0,3.0,941.0,0.02727272727272727,-0.0036101083032490976,False
25269.0,5.0,2.0,3.0,941.0,0.02631578947368421,-0.0036275695284159614,False
25277.0,5.0,2.0,3.0,941.0,0.02459016393442623,-0.003663003663003663,False
25281.0,5.0,2.0,3.0,941.0,0.023809523809523808,-0.0036809815950920245,False
25286.0,5.0,2.0,3.0,941.0,0.022900763358778626,-0.003703703703703704,False
25292.0,5.0,2.0,3.0,941.0,0.021897810218978103,-0.0037313432835820895,False
25299.0,5.0,2.0,3.0,941.0,0.020833333333333332,-0.0037641154328732747,False
25304.0,5.0,2.0,3.0,941.0,0.020134228187919462,-0.003787878787878788,False
25307.0,5.0,2.0,3.0,941.0,0.019736842105263157,-0.0038022813688212928,False
25317.0,5.0,2.0,3.0,941.0,0.018518518518518517,-0.0038510911424903724,False
25319.0,5.0,2.0,3.0,941.0,0.018292682926829267,-0.003861003861003861,False
25325.0,5.0,2.0,3.0,941.0,0.01764705882352941,-0.0038910505836575876,False
25327.0,5.0,2.0,3.0,941.0,0.01744186046511628,-0.0039011703511053317,False
25338.0,5.0,2.0,3.0,941.0,0.01639344262295082,-0.00395778364116095,False
25357.0,5.0,2.0,3.0,941.0,0.01485148514851485,-0.0040595399188092015,False
25359.0,5.0,2.0,3.0,941.0,0.014705882352941176,-0.004070556309362279,False
25384.0,5.0,2.0,3.0,941.0,0.013100436681222707,-0.004213483146067416,False
25397.0,5.0,2.0,3.0,941.0,0.012396694214876033,-0.004291845493562232,False
25406.0,5.0,2.0,3.0,941.0,0.01195219123505976,-0.004347826086956522,False
25439.0,5.0,2.0,3.0,941.0,0.01056338028169014,-0.0045662100456621,False
25445.0,5.0,2.0,3.0,941.0,0.010344827586206896,-0.004608294930875576,False
25454.0,5.0,2.0,3.0,941.0,0.010033444816053512,-0.004672897196261682,False
25462.0,5.0,2.0,3.0,941.0,0.009771986970684038,-0.00473186119873817,False
25465.0,5.0,2.0,3.0,941.0,0.00967741935483871,-0.004754358161648178,False
25470.0,5.0,2.0,3.0,941.0,0.009523809523809525,-0.004792332268370607,False
25478.0,5.0,2.0,3.0,941.0,0.009287925696594427,-0.0048543689320388345,False
25480.0,5.0,2.0,3.0,941.0,0.009230769230769232,-0.00487012987012987,False
25482.0,5.0,2.0,3.0,941.0,0.009174311926605505,-0.004885993485342019,False
25497.0,5.0,2.0,3.0,941.0,0.008771929824561403,-0.005008347245409015,False
25499.0,5.0,2.0,3.0,941.0,0.00872093023255814,-0.005025125628140704,False
